ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour_of_day,Day_of_week,Month,Is_Weekend,Is_Complex_Road,Duration
A-115620,Source2,3,2016-06-17 22:22:24,2016-06-17 22:52:24,33.949665,-118.091896,0.0,One lane blocked due to accident on I-605 Southbound at Exit 12 Telegraph Rd.,San Gabriel River Fwy N,Santa Fe Springs,Los Angeles,CA,90670,US,US/Pacific,KFUL,2016-06-17 21:53:00,73.0,44.0,29.99,10.0,WNW,3.5,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,22,4,6,0,0,7.496097345175956
A-162347,Source2,2,2016-10-24 15:10:53,2016-10-24 15:40:43,41.301628,-95.952354,0.01,Accident on Storz Expy at Sorensen Pkwy.,US-75 N,Omaha,Douglas,NE,68111,US,US/Central,KOMA,2016-10-24 14:52:00,62.1,48.0,30.32,10.0,ESE,6.9,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,15,0,10,0,0,7.490529402060711
A-186224,Source2,3,2016-11-25 13:47:20,2016-11-25 14:31:53,42.350185,-83.099335,0.01,Slow traffic and left lane closed due to accident on I-94 Eastbound at Exits 213B 214A I-96.,I-94 W,Detroit,Wayne,MI,48208,US,US/Eastern,KDET,2016-11-25 13:53:00,43.0,76.0,30.22,10.0,West,6.9,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,13,4,11,0,0,7.891330757661889
A-25711,Source2,2,2016-08-02 19:09:32,2016-08-02 20:24:32,38.702423,-121.331734,0.0,Queueing traffic due to accident on Antelope Rd Westbound at Roseville Rd.,Antelope Rd,Sacramento,Sacramento,CA,95842,US,US/Pacific,KMCC,2016-08-02 19:15:00,91.4,26.0,29.86,10.0,SW,9.2,Clear/Good Weather,False,False,True,False,False,False,False,False,False,False,False,1,False,1,0,0,0,19,1,8,0,1,8.412054873292933
A-171312,Source2,2,2016-11-09 07:24:46,2016-11-09 08:24:13,42.159954,-87.806046,0.01,Accident on US-41 Northbound at Clavey Rd.,US-41 S,Highland Park,Lake,IL,60035,US,US/Central,KPWK,2016-11-09 07:52:00,43.0,74.0,30.37,10.0,NNW,9.2,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,7,2,11,0,0,8.1797604936999
A-38822,Source2,2,2016-05-17 20:31:01,2016-05-17 21:46:01,38.658169,-120.969086,0.0,Accident on Coach Ln at Cameron Park Dr.,Cameron Park Dr,Cameron Park,El Dorado,CA,95682-8412,US,US/Pacific,KPVF,2016-05-17 20:35:00,73.4,36.0,30.0,10.0,NNE,3.5,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,20,1,5,0,0,8.412054873292933
A-2072,Source2,2,2016-07-04 17:31:08,2016-07-04 18:46:08,38.496132,-121.441521,0.0,Accident and slow vehicle on Florin Rd Eastbound at 6th Pkwy.,Florin Rd,Sacramento,Sacramento,CA,95823-2267,US,US/Pacific,KSAC,2016-07-04 17:53:00,82.0,41.0,29.88,10.0,South,9.2,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,1,False,1,0,0,0,17,0,7,0,0,8.412054873292933
A-194273,Source2,2,2016-11-30 17:13:28,2016-11-30 18:13:14,40.84626,-74.04276999999998,0.01,Accident pedestrian involved on County Hwy-503 Liberty St at Union Ave.,Chamberlain Ave,Little Ferry,Bergen,NJ,07643-1830,US,US/Eastern,KTEB,2016-11-30 17:08:00,54.0,90.0,29.78,4.0,East,12.7,Rainy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,17,2,11,0,0,8.185071477532283
A-130630,Source2,3,2016-09-13 12:58:20,2016-09-13 13:43:20,28.158247,-81.800804,0.0,Accident on I-4 Eastbound at Exit 44 FL-559.,I-4 W,Polk City,Polk,FL,33868,US,US/Eastern,KGIF,2016-09-13 12:53:00,87.1,61.0,29.97,10.0,SSW,10.4,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,12,1,9,0,0,7.901377353792616
A-125952,Source2,2,2016-11-03 14:37:29,2016-11-03 15:22:05,27.86370800000001,-82.787094,0.01,Accident on US-19 Alt Seminole Blvd Northbound at 100 Ter.,Seminole Blvd,Seminole,Pinellas,FL,33772,US,US/Eastern,KPIE,2016-11-03 14:53:00,82.0,47.0,30.12,10.0,NNE,4.6,Clear/Good Weather,False,False,False,False,False,False,False,False,True,False,False,0,False,1,0,0,0,14,3,11,0,0,7.892452043520352
A-83572,Source2,2,2016-10-13 10:21:30,2016-10-13 10:59:00,33.817604,-117.835899,0.01,Accident on Tustin St both ways at Taft Ave.,N Tustin St,Orange,Orange,CA,92865-4603,US,US/Pacific,KFUL,2016-10-13 11:53:00,72.0,53.0,30.03,6.0,West,3.5,Foggy/Hazy,False,False,True,False,False,True,False,False,False,False,False,1,False,1,0,0,0,10,3,10,0,1,7.719129840906732
A-165752,Source2,2,2016-04-06 09:04:10,2016-04-06 09:34:10,41.173435,-96.077682,0.0,Accident on 107th St at Portal Rd.,Portal Rd,La Vista,Sarpy,NE,68128,US,US/Central,KMLE,2016-04-06 08:55:00,44.8,63.0,29.81,10.0,WNW,20.7,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,9,2,4,0,0,7.496097345175956
A-30102,Source2,3,2016-09-06 10:35:47,2016-09-06 11:05:47,37.846848,-122.298279,0.0,Accident on I-80 I-580 Westbound at CA-13 Ashby Ave.,I-580 W,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2016-09-06 10:53:00,68.0,65.0,29.89,10.0,SSW,4.6,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,10,1,9,0,0,7.496097345175956
A-126689,Source2,3,2016-11-08 12:08:28,2016-11-08 12:38:15,27.388783,-82.448647,0.01,Accident on I-75 Northbound at Exit 213 University Pkwy.,I-75 N,Sarasota,Sarasota,FL,34243,US,US/Eastern,KSRQ,2016-11-08 11:53:00,82.9,41.0,30.13,10.0,ESE,12.7,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,12,1,11,0,0,7.488852955733459
A-134701,Source2,2,2016-10-15 09:56:07,2016-10-15 10:55:43,28.547485,-81.203857,0.01,Accident on Lake Underhill Rd both ways at Alafaya Trl.,N Alafaya Trl,Orlando,Orange,FL,32825,US,US/Eastern,KORL,2016-10-15 09:53:00,79.0,79.0,30.17,10.0,SSE,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,9,5,10,1,0,8.182279739259018
A-121237,Source2,3,2017-01-05 18:02:37,2017-01-05 18:31:50,28.593122,-81.38203399999998,0.01,Right lane blocked due to accident on I-4 Eastbound at Exit 87 FL-426 Fairbanks Ave.,W Fairbanks Ave,Winter Park,Orange,FL,32789,US,US/Eastern,KORL,2017-01-05 17:53:00,71.1,53.0,29.91,10.0,West,5.8,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,18,3,1,0,0,7.469654172932128
A-163070,Source2,3,2016-11-18 18:41:21,2016-11-18 19:25:47,41.877819,-93.571083,8.97,Accident on I-35 Southbound between Exits 111A 111B US-30 and Exit 102 IA-210.,Highway 210,Cambridge,Story,IA,50046,US,US/Central,KAMW,2016-11-18 18:53:00,35.1,82.0,30.08,10.0,NW,28.8,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,18,4,11,0,0,7.888709524182015
A-80167,Source2,2,2016-09-28 11:05:47,2016-09-28 11:35:29,34.007008,-117.964394,0.0,#3 lane blocked due to accident on CA-60 Eastbound at Exit 16 Hacienda Blvd.,S Hacienda Blvd,Hacienda Heights,Los Angeles,CA,91745,US,US/Pacific,KEMT,2016-09-28 10:45:00,86.0,29.0,29.95,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,11,2,9,0,0,7.48605261786314
A-88297,Source2,3,2016-08-10 19:24:26,2016-08-10 20:09:26,33.987499,-118.13755,0.0,Right hand shoulder blocked due to accident on I-5 Northbound near Exit 128A Bandini Blvd.,Garfield Ave,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-08-10 19:47:00,70.0,73.0,29.89,10.0,West,3.5,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,19,2,8,0,0,7.901377353792616
A-88701,Source2,2,2016-08-11 17:26:17,2016-08-11 18:11:17,33.941231,-117.270416,0.0,Right hand shoulder blocked due to accident on CA-60 Westbound near Exit 60 Frederick St. On the median.,CA-60 W,Moreno Valley,Riverside,CA,92553,US,US/Pacific,KRIV,2016-08-11 16:58:00,89.4,32.0,29.93,10.0,WNW,13.8,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,17,3,8,0,0,7.901377353792616
A-2089,Source2,2,2016-07-04 21:23:02,2016-07-04 22:08:02,39.394768,-123.391548,0.0,Accident on CA-20 Fort Bragg Rd Westbound at CA-20 Fort Bragg Rd.,Fort Bragg Rd,Willits,Mendocino,CA,95490-4177,US,US/Pacific,KUKI,2016-07-04 20:56:00,73.9,52.0,29.91,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,21,0,7,0,0,7.901377353792616
A-121560,Source2,3,2017-01-09 07:16:35,2017-01-09 07:46:15,26.111271,-80.30143699999998,0.01,Accident on I-595 Westbound at Exit 3&amp;4 FL-84.,W State Road 84,Davie,Broward,FL,33325-4044,US,US/Eastern,KHWO,2017-01-09 06:53:00,48.9,90.0,30.46,10.0,NW,5.8,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,7,0,1,0,0,7.484930283289661
A-116516,Source2,2,2016-12-04 19:16:16,2016-12-04 20:00:52,28.372726,-81.404381,0.01,Two lanes blocked due to accident on US-441 Orange Blossom Trl Northbound at FL-417.,Central Florida Greeneway S,Orlando,Orange,FL,32837,US,US/Eastern,KMCO,2016-12-04 18:53:00,72.0,73.0,30.02,10.0,SE,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,19,6,12,1,0,7.892452043520352
A-170695,Source2,2,2016-10-31 12:36:59,2016-10-31 13:36:13,41.487045,-87.577332,0.01,Lane blocked due to accident on IL-394 Southbound at Sauk Trl.,Bishop Ford Fwy,Chicago Heights,Cook,IL,60411,US,US/Central,KIGQ,2016-10-31 12:35:00,52.5,80.0,30.11,10.0,SSE,9.2,Clear/Good Weather,False,False,True,False,False,False,False,False,False,False,False,1,False,1,0,0,0,12,0,10,0,1,8.176110342237342
A-14181,Source2,2,2016-10-31 11:19:58,2016-10-31 11:49:42,36.529972,-121.830673,0.01,Accident on County Hwy-G16 Carmel Valley Rd both ways at Schulte Rd.,Carmel Valley Rd,Carmel,Monterey,CA,93923-8426,US,US/Pacific,KMRY,2016-10-31 10:54:00,60.1,80.0,30.17,8.0,WNW,4.6,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,11,0,10,0,0,7.487173694213739
A-58161,Source2,2,2016-12-21 20:36:08,2016-12-21 21:20:47,33.896744,-117.484062,0.01,HOV lane blocked due to accident on CA-91 Westbound before Exit 55A Magnolia Ave.,CA-91 W,Riverside,Riverside,CA,92503,US,US/Pacific,KRAL,2016-12-21 20:53:00,53.1,86.0,30.0,5.0,NE,12.7,Rainy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,20,2,12,0,0,7.893572073504902
A-47732,Source2,3,2016-07-09 22:16:40,2016-07-09 22:46:40,33.924919,-118.209877,0.0,Accident on I-105 Northbound at Exit 12 Long Beach Blvd.,I-105 W,Lynwood,Los Angeles,CA,90262,US,US/Pacific,KHHR,2016-07-09 22:20:00,68.0,84.0,29.98,10.0,WSW,4.6,Cloudy,False,False,False,False,False,False,True,False,True,False,False,0,False,0,0,0,0,22,5,7,1,1,7.496097345175956
A-21128,Source2,3,2016-09-20 12:03:28,2016-09-20 12:48:02,37.648651,-122.096718,0.0,Right hand shoulder blocked due to accident on I-880 Southbound before Exit 27 CA-92 Jackson St.,I-880 N,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2016-09-20 11:54:00,71.1,57.0,30.0,10.0,WNW,11.5,Clear/Good Weather,False,False,False,False,True,False,False,False,False,False,False,0,False,1,0,0,0,12,1,9,0,1,7.891704659330107
A-136664,Source2,3,2016-08-09 20:31:57,2016-08-09 21:31:57,27.264317,-80.422302,0.0,Accident on I-95 Southbound before Exit 118 Gatlin Blvd.,I-95 S,Port Saint Lucie,St. Lucie,FL,34953,US,US/Eastern,KSUA,2016-08-09 20:47:00,80.6,89.0,30.1,7.0,Variable,4.6,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,20,1,8,0,0,8.188966863648876
A-165010,Source2,3,2016-08-20 18:46:31,2016-08-20 19:31:31,41.226082,-95.966286,0.0,Right lane blocked due to accident on I-80 Eastbound near Exit 451 42nd St.,I-80 E,Omaha,Douglas,NE,68105,US,US/Central,KOMA,2016-08-20 18:52:00,73.0,55.0,29.89,10.0,NW,6.9,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,18,5,8,1,0,7.901377353792616
A-11069,Source2,2,2017-01-13 19:19:05,2017-01-13 19:48:52,36.861301,-121.583275,0.01,Accident on US-101 Eastbound at Exit 345 CA-156 San Juan Hollister Rd.,US-101 N,San Juan Bautista,San Benito,CA,95045,US,US/Pacific,KCVH,2017-01-13 19:10:00,44.6,81.0,30.18,10.0,West,6.9,Clear/Good Weather,False,False,False,False,True,False,False,False,False,False,False,0,False,0,0,0,0,19,4,1,0,1,7.488852955733459
A-127082,Source2,3,2016-11-10 11:44:13,2016-11-10 12:13:52,26.10659,-80.16851,0.01,Accident on I-95 Southbound at Exits 26 27 FL-736 Davie Blvd.,I-95 N,Fort Lauderdale,Broward,FL,33312,US,US/Eastern,KFLL,2016-11-10 11:53:00,80.1,58.0,30.08,10.0,Variable,3.5,Cloudy,False,False,False,False,True,False,False,False,False,False,False,0,False,1,0,0,0,11,3,11,0,1,7.484368643286131
A-177102,Source2,2,2016-06-22 09:47:26,2016-06-22 10:32:26,42.385956,-87.995926,0.0,Accident on IL-132 Grand Ave Eastbound at County Hwy-31 Rollins Rd.,W Grand Ave,Gurnee,Lake,IL,60031,US,US/Central,KUGN,2016-06-22 09:55:00,72.0,68.0,29.88,10.0,SSW,9.2,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,9,2,6,0,0,7.901377353792616
A-31043,Source2,2,2016-09-11 00:54:16,2016-09-11 01:24:16,37.483288,-122.18074,0.0,Accident on CA-84 Marsh Rd Northbound at CA-84 Marsh Rd.,Bayshore Fwy S,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,2016-09-11 06:47:00,60.8,88.0,30.06,8.0,Calm,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,6,9,1,0,7.496097345175956
A-21601,Source2,3,2016-09-23 07:34:44,2016-09-23 08:19:21,37.77953,-121.315125,0.0,Right hand shoulder blocked due to accident on I-5 Southbound at Exit 460 CA-120.,I-5 S,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2016-09-23 07:55:00,57.0,62.0,30.11,10.0,NW,5.8,Clear/Good Weather,False,False,False,False,True,False,False,False,False,False,False,0,False,1,0,0,0,7,4,9,0,1,7.892825526251117
A-158940,Source2,3,2016-07-10 15:21:00,2016-07-10 16:06:00,33.911575,-84.35752099999998,0.0,RX lane blocked due to accident on GA-400 Southbound at Exit 4B I-285.,GA-407 W,Atlanta,Fulton,GA,30342,US,US/Eastern,KPDK,2016-07-10 14:53:00,93.0,42.0,29.98,10.0,West,5.8,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,15,6,7,1,0,7.901377353792616
A-103392,Source2,2,2016-04-21 00:38:29,2016-04-21 01:38:29,33.971817,-117.846436,0.01,Accident on CA-57 Southbound at Diamond Bar Blvd.,CA-57 S,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2016-04-21 06:47:00,53.6,44.0,29.92,10.0,Variable,4.6,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,3,4,0,0,8.188966863648876
A-45400,Source2,3,2016-06-29 19:40:58,2016-06-29 20:40:58,34.066418,-117.990013,0.0,One lane blocked due to accident on I-10 Eastbound near Exits 31B 31C Athol St.,I-10 E,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2016-06-29 19:45:00,80.6,51.0,29.85,10.0,SSW,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,19,2,6,0,0,8.188966863648876
A-57613,Source2,2,2016-12-19 16:51:27,2016-12-19 17:36:12,32.746761,-117.156525,0.01,Accident on CA-163 Southbound near Exit 2A Robinson Ave.,CA-163 S,San Diego,San Diego,CA,92103,US,US/Pacific,KSAN,2016-12-19 16:51:00,62.1,56.0,30.14,10.0,Calm,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,16,0,12,0,0,7.895808377083183
A-76828,Source2,2,2016-09-13 16:42:34,2016-09-13 17:27:34,34.227898,-117.290001,0.0,Accident on CA-18 Rim of the World Hwy Southbound near CA-138.,Rim of the World Hwy,San Bernardino,San Bernardino,CA,92404,US,US/Pacific,KSBD,2016-09-13 16:50:00,73.4,44.0,29.94,7.0,SW,5.8,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,16,1,9,0,0,7.901377353792616
A-62260,Source2,3,2017-01-12 14:03:34,2017-01-12 14:48:05,33.864437,-118.326408,0.01,Right hand shoulder blocked due to accident on I-405 Northbound near Exit 39 Crenshaw Blvd.,San Diego Fwy S,Torrance,Los Angeles,CA,90504,US,US/Pacific,KHHR,2017-01-12 13:53:00,55.9,90.0,29.93,10.0,Calm,8.1,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,14,3,1,0,0,7.890582534656536
A-70527,Source2,2,2016-11-09 12:16:27,2016-11-09 12:52:00,34.492123,-118.283791,0.01,#1 lane blocked due to accident on CA-14 Southbound before Exit 19 Escondido Canyon Rd.,CA-14 S,Acton,Los Angeles,CA,93510,US,US/Pacific,KPMD,2016-11-09 11:53:00,73.9,24.0,30.13,10.0,North,4.6,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,12,2,11,0,0,7.665753431861699
A-886,Source2,3,2016-06-22 12:24:23,2016-06-22 12:54:23,37.89658,-122.071281,0.0,Right hand shoulder blocked due to accident on I-680 Southbound at CA-24.,Mt Diablo Blvd,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,2016-06-22 12:53:00,81.0,30.0,29.91,10.0,South,15.0,Clear/Good Weather,False,False,True,False,False,False,False,False,False,False,False,1,False,1,0,0,0,12,2,6,0,1,7.496097345175956
A-75242,Source2,3,2016-11-26 07:40:20,2016-11-26 08:26:53,33.928864000000004,-118.280693,0.01,Right hand shoulder blocked due to accident on I-105 Westbound at Exits 7A 7B I-110.,I-105 W,Los Angeles,Los Angeles,CA,90061,US,US/Pacific,KHHR,2016-11-26 07:53:00,53.1,50.0,30.0,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,True,False,True,False,False,0,False,1,0,0,0,7,5,11,1,1,7.935229539816907
A-130664,Source2,2,2016-09-13 20:43:38,2016-09-13 21:28:38,29.036201,-82.49342299999998,0.0,Delays due to accident on FL-488 Dunnellon Rd at Angus Hills Ter.,W Dunnellon Rd,Dunnellon,Citrus,FL,34433-3006,US,US/Eastern,KCGC,2016-09-13 20:35:00,78.8,83.0,29.98,10.0,NNE,4.6,Rainy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,20,1,9,0,0,7.901377353792616
A-74022,Source2,3,2016-11-21 12:48:14,2016-11-21 13:25:00,33.825497,-118.228226,0.01,#1 lane blocked due to accident on I-405 Northbound at Alameda St.,San Diego Fwy S,Long Beach,Los Angeles,CA,90810,US,US/Pacific,KLGB,2016-11-21 12:53:00,64.9,63.0,29.95,10.0,West,9.2,Cloudy,False,False,False,False,True,False,False,False,False,False,False,0,False,1,0,0,0,12,0,11,0,1,7.699389406256737
A-119838,Source2,3,2016-12-25 14:58:09,2016-12-25 15:42:53,27.981367,-82.326561,0.01,Slow traffic and left hand shoulder blocked due to accident on I-75 Southbound at Exits 260 260A 260B FL-574 Dr Martin Luther King Jr Blvd.,E Dr Martin Luther King Jr Blvd,Tampa,Hillsborough,FL,33610,US,US/Eastern,KVDF,2016-12-25 14:55:00,84.2,48.0,30.21,10.0,East,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,14,6,12,1,0,7.895436006942965
A-16100,Source2,2,2016-11-10 09:12:45,2016-11-10 09:42:27,36.916817,-121.731682,0.0,Accident on Lakeview Rd at CA-129 Riverside Rd.,Lakeview Rd,Watsonville,Santa Cruz,CA,95076-3601,US,US/Pacific,KWVI,2016-11-10 08:53:00,62.1,86.0,30.05,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,9,3,11,0,0,7.48605261786314
A-103431,Source2,3,2016-04-21 09:26:30,2016-04-21 09:56:30,34.186695,-118.474022,0.01,HOV lane blocked due to accident on I-405 Southbound at Exit 65 Victory Blvd.,Victory Blvd,Van Nuys,Los Angeles,CA,91406,US,US/Pacific,KVNY,2016-04-21 09:51:00,73.0,20.0,29.88,10.0,Variable,3.5,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,9,3,4,0,0,7.496097345175956
A-175700,Source2,2,2016-08-18 11:28:56,2016-08-18 12:43:56,38.54858,-90.494057,0.0,Delays and two left lane blocked due to accident on MO-141 Northbound at Marshall Rd.,State Highway 141,Valley Park,St. Louis County,MO,63088,US,US/Central,KSUS,2016-08-18 11:54:00,86.0,61.0,30.03,10.0,Calm,8.1,Unknown,False,False,False,False,False,False,False,False,False,False,False,1,False,1,0,0,0,11,3,8,0,0,8.412054873292933
A-142930,Source2,2,2016-07-05 11:02:51,2016-07-05 11:32:51,28.515402,-81.238281,0.0,Accident on Dean Rd at Cypress Springs Pkwy.,S Dean Rd,Orlando,Orange,FL,32825,US,US/Eastern,KORL,2016-07-05 10:53:00,88.0,67.0,30.18,10.0,SSW,9.2,Clear/Good Weather,False,False,True,False,False,False,False,False,False,False,False,1,False,1,0,0,0,11,1,7,0,1,7.496097345175956
A-159616,Source2,2,2016-07-25 09:47:06,2016-07-25 10:32:06,33.746677000000005,-84.387955,0.0,Accident on GA-154 Memorial Dr at Capitol Ave.,GA-403 N,Atlanta,Fulton,GA,30312,US,US/Eastern,KATL,2016-07-25 09:52:00,87.1,59.0,30.07,10.0,WNW,4.6,Cloudy,False,False,True,False,False,False,False,False,False,False,False,1,False,1,0,0,0,9,0,7,0,1,7.901377353792616
A-139039,Source2,3,2016-08-26 07:35:48,2016-08-26 08:20:48,28.002211,-82.327271,0.0,Accident on I-75 Southbound at Exit 261 I-4.,I-4 W,Tampa,Hillsborough,FL,33610,US,US/Eastern,KVDF,2016-08-26 07:35:00,77.0,89.0,30.01,7.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,7,4,8,0,0,7.901377353792616
A-60480,Source2,3,2017-01-04 20:24:43,2017-01-04 20:54:34,33.134547999999995,-117.329231,0.01,Accident on I-5 Northbound at Exit 48 Cannon Rd. On the median.,I-5 N,Carlsbad,San Diego,CA,92008,US,US/Pacific,KCRQ,2017-01-04 20:53:00,57.0,87.0,30.07,10.0,Calm,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,20,2,1,0,0,7.491087593534876
A-166428,Source2,2,2016-05-11 17:20:49,2016-05-11 17:50:49,41.277542,-96.165733,0.01,Accident on Blondo St Westbound at 162nd St.,Blondo St,Omaha,Douglas,NE,68116,US,US/Central,KMLE,2016-05-11 17:15:00,70.9,50.0,29.98,10.0,NW,15.0,Unknown,False,False,True,False,False,False,False,False,False,False,False,0,False,1,0,0,0,17,2,5,0,1,7.496097345175956
A-147450,Source2,3,2016-12-16 07:22:16,2016-12-16 07:51:44,33.531769,-81.688057,0.0,Accident on Wildhaven Dr at Banks Mill Rd.,Banks Mill Rd,Aiken,Aiken,SC,29803-2808,US,US/Eastern,KAIK,2016-12-16 07:15:00,28.4,43.0,30.41,10.0,ENE,9.2,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,7,4,12,0,0,7.478169694159785
A-42093,Source2,2,2016-06-12 16:39:48,2016-06-12 17:39:48,38.884892,-121.100052,0.0,Accident on Rogers Ln at Werner Rd.,Rogers Ln,Auburn,Placer,CA,95603-9712,US,US/Pacific,KAUN,2016-06-12 16:35:00,84.2,25.0,30.02,10.0,SSW,9.2,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,16,6,6,1,0,8.188966863648876
A-16102,Source2,2,2016-11-10 09:29:58,2016-11-10 09:59:05,38.247784,-122.62973,0.01,#1 and #2 lane blocked due to accident on US-101 Southbound at Exit 474 Washington St. On exit ramp.,US-101 S,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,2016-11-10 09:35:00,60.8,88.0,30.1,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,True,False,False,False,False,False,False,0,False,1,0,0,0,9,3,11,0,1,7.466227556215481
A-84904,Source2,3,2016-10-18 12:10:11,2016-10-18 12:44:00,33.670139,-117.824295,0.01,#2 lane blocked due to accident on I-405 Westbound at Exit 5 Culver Dr.,I-405 N,Irvine,Orange,CA,92614,US,US/Pacific,KSNA,2016-10-18 11:53:00,71.1,61.0,29.96,10.0,SSW,6.9,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,12,1,10,0,0,7.615791072035833
A-62679,Source2,2,2017-01-13 20:23:37,2017-01-13 21:08:18,33.856784999999995,-118.028526,0.01,HOV lane blocked due to accident on CA-91 Westbound before Exit 22 Valley View St.,Valley View St,Buena Park,Orange,CA,90620,US,US/Pacific,KFUL,2017-01-13 19:53:00,55.0,80.0,30.02,10.0,Calm,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,20,4,1,0,0,7.894318063841624
A-195382,Source2,2,2016-12-07 20:53:16,2016-12-07 21:23:00,41.772568,-72.68103,0.01,Accident on Walnut St at Chestnut St.,Walnut St,Hartford,Hartford,CT,06120-2832,US,US/Eastern,KHFD,2016-12-07 20:53:00,36.0,100.0,30.02,8.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,20,2,12,0,0,7.487173694213739
