ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour_of_day,Day_of_week,Month,Is_Weekend,Is_Complex_Road,Duration
A-145598,Source2,2,2016-07-27 11:47:17,2016-07-27 12:17:17,27.429327,-82.546684,0.0,Accident on 63rd Ave at 15th St.,63rd Ave E,Bradenton,Manatee,FL,34203,US,US/Eastern,KSRQ,2016-07-27 11:53:00,93.0,49.0,30.08,10.0,SSE,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,1,False,1,0,0,0,11,2,7,0,0,7.496097345175956
A-59372,Source2,3,2016-12-28 13:05:54,2016-12-28 13:34:58,33.599945,-117.249016,0.01,#1 lane blocked due to accident on I-15 Southbound at Exit 69 Baxter Rd.,Corona Fwy S,Wildomar,Riverside,CA,92595,US,US/Pacific,KF70,2016-12-28 13:15:00,73.4,22.0,30.11,10.0,NW,3.5,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,13,2,12,0,0,7.4645098346365275
A-113641,Source2,3,2016-06-09 17:54:45,2016-06-09 18:39:45,34.067326,-117.554314,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound near Exit 57 Milliken Ave.,I-10 E,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2016-06-09 17:53:00,75.9,54.0,29.83,10.0,WSW,12.7,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,17,3,6,0,0,7.901377353792616
A-118782,Source2,2,2016-12-19 08:18:20,2016-12-19 09:03:09,27.447746,-82.575409,0.01,Accident on US-41 14th St at FL-70 53rd Ave.,14th St W,Bradenton,Manatee,FL,34207-2810,US,US/Eastern,KSRQ,2016-12-19 08:03:00,70.0,97.0,30.28,2.0,East,6.9,Cloudy,False,False,False,False,False,False,False,False,False,False,False,1,False,1,0,0,0,8,0,12,0,0,7.897296472595885
A-108999,Source2,3,2016-05-24 19:40:29,2016-05-24 20:25:29,34.303253000000005,-118.479774,0.01,Accident on I-5 Southbound before Exits 159 159A 159B Roxford St. On the median.,Roxford St,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2016-05-24 19:53:00,62.6,52.0,30.03,10.0,ESE,6.9,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,19,1,5,0,0,7.901377353792616
A-146302,Source2,2,2016-11-30 19:27:28,2016-11-30 20:12:05,33.457443,-81.894531,0.01,Accident on US-278 Atomic Rd at Hazel Grove Rd.,Hazel Grove Rd,Beech Island,Aiken,SC,29842-7685,US,US/Eastern,KAGS,2016-11-30 19:10:00,68.0,87.0,29.82,2.0,SW,10.4,Rainy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,19,2,11,0,0,7.8928255262511176
A-193913,Source2,2,2016-07-26 15:53:25,2016-07-26 16:23:25,42.884506,-83.788857,0.0,Accident on Baldwin Rd at Sharp Rd.,Sharp Rd,Swartz Creek,Genesee,MI,48473-9178,US,US/Eastern,KFNT,2016-07-26 15:53:00,87.1,39.0,30.0,10.0,Variable,6.9,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,15,1,7,0,0,7.496097345175956
A-94645,Source2,3,2016-09-02 05:14:52,2016-09-02 05:49:00,34.321873,-118.497551,0.0,Accident on I-5 Northbound before I210.,I-5 N,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2016-09-02 07:50:00,62.6,82.0,29.89,10.0,Calm,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,5,4,9,0,0,7.6251071482389
A-162647,Source2,2,2016-11-04 16:45:21,2016-11-04 17:15:08,41.176289,-96.041313,0.0,Accident on Giles Rd Westbound at 83rd Ave.,S 83rd Ave,La Vista,Sarpy,NE,68128,US,US/Central,KMLE,2016-11-04 16:35:00,73.0,33.0,30.3,10.0,WSW,5.8,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,16,4,11,0,0,7.488852955733459
A-148161,Source2,3,2016-12-29 06:04:31,2016-12-29 06:32:23,33.543434000000005,-84.27037800000002,0.53,Right lane blocked due to jackknifed truck on I-75 Southbound between Exit 228 GA-138 and Exit 227 I-675.,GA-413 S,Stockbridge,Henry,GA,30281,US,US/Eastern,KATL,2016-12-29 05:52:00,64.9,97.0,29.88,10.0,WSW,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,6,3,12,0,0,7.422373700986824
A-140076,Source2,3,2016-09-01 19:19:08,2016-09-01 20:19:08,27.388298,-82.448509,0.0,Middle and right lane blocked due to accident on I-75 Northbound between Exit 210 FL-780 Fruitville Rd and Exit 213 University Pkwy.,I-75 N,Sarasota,Sarasota,FL,34243,US,US/Eastern,KSRQ,2016-09-01 19:04:00,77.0,84.0,29.8,3.0,South,26.5,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,19,3,9,0,0,8.188966863648876
A-121135,Source2,2,2017-01-05 09:09:56,2017-01-05 09:39:40,28.088066,-82.459633,0.01,Accident on Bearss Ave at US-41 Bus Florida Ave.,N Florida Ave,Tampa,Hillsborough,FL,33613,US,US/Eastern,KVDF,2017-01-05 09:15:00,62.6,82.0,29.97,10.0,Calm,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,1,False,1,0,0,0,9,3,1,0,0,7.487173694213739
A-166173,Source2,2,2016-04-28 14:10:49,2016-04-28 14:40:49,41.251637,-96.201859,0.0,Accident on Leavenworth St at 183rd St.,S 183rd St,Elkhorn,Douglas,NE,68022-6603,US,US/Central,KMLE,2016-04-28 14:15:00,50.4,74.0,29.96,10.0,WNW,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,14,3,4,0,0,7.496097345175956
A-132554,Source2,2,2016-09-28 09:46:28,2016-09-28 10:31:02,27.436928,-82.445786,0.0,Accident on FL-70 both ways at Braden Run.,Braden Run,Bradenton,Manatee,FL,34202,US,US/Eastern,KSRQ,2016-09-28 09:53:00,86.0,63.0,29.99,10.0,SSE,5.8,Clear/Good Weather,False,False,True,False,False,False,False,False,False,False,False,1,False,1,0,0,0,9,2,9,0,1,7.891704659330107
A-131345,Source2,2,2016-09-19 09:39:55,2016-09-19 10:24:55,27.119278,-82.442421,0.0,Accident on Colonia Ln from River Blvd to Suncrest Dr.,Suncrest Dr,Nokomis,Sarasota,FL,34275,US,US/Eastern,KVNC,2016-09-19 09:35:00,84.2,79.0,30.0,10.0,ENE,4.6,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,9,0,9,0,0,7.901377353792616
A-98507,Source2,2,2016-03-29 22:00:25,2016-03-29 22:45:25,33.877022,-118.133965,0.0,Accident on CA-91 Westbound at Exit 15B Clark Ave. Approach with care.,Clark Ave,Bellflower,Los Angeles,CA,90706,US,US/Pacific,KLGB,2016-03-29 22:53:00,55.9,67.0,29.93,10.0,West,3.5,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,22,1,3,0,0,7.901377353792616
A-43610,Source2,2,2016-06-23 13:18:44,2016-06-23 14:18:44,34.010056,-117.823219,0.0,Right hand shoulder blocked due to accident on CA-60 CA-57 Westbound near Exit 24B Grand Ave.,Pomona Fwy E,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2016-06-23 12:47:00,82.4,45.0,29.99,10.0,West,9.2,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,13,3,6,0,0,8.188966863648876
A-79488,Source2,2,2016-09-25 11:03:11,2016-09-25 11:47:33,34.046745,-118.2686,0.0,Accident on CA-110 Southbound at Exits 21 22A 11th St.,W Olympic Blvd,Los Angeles,Los Angeles,CA,90015-1332,US,US/Pacific,KCQT,2016-09-25 10:47:00,91.0,14.0,29.99,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,11,6,9,1,0,7.887208585813932
A-126714,Source2,2,2016-11-08 14:08:51,2016-11-08 14:53:29,28.205954,-81.440071,0.01,Accident on Pleasant Hill Rd at Twilight Trl.,Pleasant Hill Rd,Kissimmee,Osceola,FL,34746-3066,US,US/Eastern,KISM,2016-11-08 13:56:00,81.0,45.0,30.13,10.0,East,13.8,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,14,1,11,0,0,7.893198869544609
A-106069,Source2,2,2016-05-04 18:55:19,2016-05-04 19:25:19,34.200012,-118.857254,0.01,Accident on CA-23 Southbound at Exit 14 Janss Rd.,Moorpark Fwy,Thousand Oaks,Ventura,CA,91362,US,US/Pacific,KCMA,2016-05-04 18:55:00,62.1,65.0,29.91,10.0,SW,9.2,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,18,2,5,0,0,7.496097345175956
A-177225,Source2,2,2016-06-24 09:18:37,2016-06-24 10:03:37,41.857021,-88.10231,0.0,Accident on Naperville Rd at Pershing Ave.,S Naperville Rd,Wheaton,Dupage,IL,60189-6407,US,US/Central,KDPA,2016-06-24 08:52:00,73.0,66.0,30.07,10.0,East,6.9,Clear/Good Weather,False,False,True,False,False,True,False,False,False,True,False,0,False,1,0,0,0,9,4,6,0,1,7.901377353792616
A-76163,Source2,3,2016-11-30 05:08:34,2016-11-30 05:51:45,33.846317,-118.285187,0.01,Three lanes blocked due to accident on I-110 Northbound before Exit 8 Del Amo Blvd.,Del Amo Blvd,Torrance,Los Angeles,CA,90502,US,US/Pacific,KTOA,2016-11-30 06:47:00,44.6,76.0,30.08,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,5,2,11,0,0,7.860185057472165
A-126890,Source2,2,2016-11-09 13:34:01,2016-11-09 14:18:17,29.408403000000003,-81.512314,0.0,Accident on Smiley Store Rd near Old Highway 17.,Smiley Store Rd,Crescent City,Putnam,FL,32112-5116,US,US/Eastern,KXFL,2016-11-09 13:50:00,72.0,73.0,29.99,10.0,NNE,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,13,2,11,0,0,7.884952945759814
A-100993,Source2,2,2016-04-08 17:44:55,2016-04-08 18:29:55,34.280846000000004,-119.144676,0.0,Slow traffic due to accident on CA-118 Los Angeles Ave at County Dr.,County Dr,Ventura,Ventura,CA,93004,US,US/Pacific,KOXR,2016-04-08 17:51:00,60.1,90.0,29.92,10.0,South,5.8,Cloudy,False,False,False,False,False,False,False,False,False,False,False,1,False,1,0,0,0,17,4,4,0,0,7.901377353792616
A-166257,Source2,2,2016-05-04 08:12:11,2016-05-04 08:42:11,41.267963,-95.947014,0.0,Accident on 24th St at Cuming St.,N 24th St,Omaha,Douglas,NE,68102-4322,US,US/Central,KOMA,2016-05-04 07:52:00,51.1,61.0,30.0,10.0,North,11.5,Clear/Good Weather,True,False,True,False,False,False,False,False,True,False,False,1,False,1,0,0,0,8,2,5,0,1,7.496097345175956
A-175300,Source2,3,2016-08-11 14:50:42,2016-08-11 15:50:42,41.902912,-88.774117,0.0,Right lane closed due to accident on I-88 Eastbound at Annie Glidden Rd.,I-88 W,Dekalb,DeKalb,IL,60115,US,US/Central,KDKB,2016-08-11 14:55:00,82.6,77.0,29.89,10.0,SW,17.3,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,14,3,8,0,0,8.188966863648876
A-174963,Source2,3,2016-08-04 19:25:47,2016-08-04 20:25:47,42.010075,-87.868378,0.0,Very slow traffic left lane closed and left hand shoulder closed due to accident on I-294 Southbound at River Rd.,I-294 N,Des Plaines,Cook,IL,60018,US,US/Central,KORD,2016-08-04 19:51:00,82.9,58.0,29.86,10.0,South,9.2,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,19,3,8,0,0,8.188966863648876
A-156054,Source2,3,2016-08-14 15:56:23,2016-08-14 16:41:23,33.952328,-84.130157,0.0,RC lane blocked due to accident on I-85 Southbound before Exit 104 Pleasant Hill Rd.,Pleasant Hill Rd,Duluth,Gwinnett,GA,30096,US,US/Eastern,KLZU,2016-08-14 15:45:00,89.6,52.0,30.13,10.0,West,11.5,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,15,6,8,1,0,7.901377353792616
A-90639,Source2,2,2016-08-18 08:26:24,2016-08-18 09:05:00,34.037224,-118.038834,0.0,Right hand shoulder blocked due to accident on CA-60 Westbound before Peck Rd.,Pomona Fwy E,South El Monte,Los Angeles,CA,91733,US,US/Pacific,KEMT,2016-08-18 08:45:00,66.2,78.0,29.93,7.0,SW,4.6,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,8,3,8,0,0,7.748028524432376
A-7144,Source2,2,2016-12-14 18:07:38,2016-12-14 18:37:10,39.084045,-122.791191,0.01,Fuel spillage on CA-20 Eastbound at 17th St.,E Highway 20,Lucerne,Lake,CA,95458-8500,US,US/Pacific,KUKI,2016-12-14 17:56:00,55.9,97.0,29.9,5.0,SSE,9.2,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,18,2,12,0,0,7.480428306074208
A-147090,Source2,2,2016-12-11 12:11:45,2016-12-11 12:56:27,33.503765,-81.900925,0.01,Accident on US-1 Jefferson Davis Hwy at Crestview Dr.,Crestview Dr,North Augusta,Aiken,SC,29841,US,US/Eastern,KDNL,2016-12-11 11:53:00,48.9,44.0,30.4,10.0,NNE,4.6,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,12,6,12,1,0,7.894690850425624
A-114102,Source2,3,2016-06-10 20:21:48,2016-06-10 21:06:48,33.924606,-118.10405,0.0,Two lanes blocked due to accident on I-105 Eastbound near Exit 18A-B I-605.,San Gabriel River Fwy N,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2016-06-10 19:53:00,66.0,40.0,29.89,10.0,South,6.9,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,20,4,6,0,0,7.901377353792616
A-179206,Source2,2,2016-12-05 08:58:19,2016-12-05 09:28:10,42.923229,-85.608879,0.0,Accident on Breton Rd at Barfield Dr.,Breton Rd SE,Grand Rapids,Kent,MI,49546-5560,US,US/Eastern,KGRR,2016-12-05 08:53:00,35.1,89.0,30.0,7.0,WSW,9.2,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,8,0,12,0,0,7.491087593534876
A-148611,Source2,3,2017-01-05 17:49:07,2017-01-05 18:18:11,33.767002000000005,-84.389023,0.01,Queueing traffic due to accident on I-85 I-75 Southbound around I-85 I-75 Exit 249D / Spring St.,Spring St NW,Atlanta,Fulton,GA,30308,US,US/Eastern,KFTY,2017-01-05 17:53:00,52.0,45.0,29.89,10.0,West,5.8,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,17,3,1,0,0,7.4645098346365275
A-187955,Source2,3,2016-09-28 22:17:38,2016-09-28 23:02:18,42.418091,-83.087936,0.0,Left hand shoulder blocked due to accident on I-75 Northbound at Exit 57 McNichols Rd.,E McNichols Rd,Highland Park,Wayne,MI,48203,US,US/Eastern,KDET,2016-09-28 22:11:00,60.1,90.0,30.04,6.0,East,10.4,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,22,2,9,0,0,7.893945138235959
A-156984,Source2,3,2016-08-29 18:35:20,2016-08-29 19:05:20,33.901691,-84.473511,0.0,Queueing traffic and Two Left lane blocked due to accident on I-75 Northbound at Exits 259 260 Windy Hill Rd.,I-75 S,Atlanta,Cobb,GA,30339,US,US/Eastern,KMGE,2016-08-29 18:58:00,87.6,53.0,30.03,10.0,East,6.9,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,18,0,8,0,0,7.496097345175956
A-56793,Source2,3,2016-12-16 03:20:25,2016-12-16 03:50:06,34.065342,-117.304482,0.01,Two right lane blocked due to accident on I-10 Westbound after Exit 72 I-215.,I-10 W,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2016-12-16 03:19:00,54.9,86.0,29.89,5.0,ESE,9.2,Rainy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,3,4,12,0,0,7.485491608030754
A-91344,Source2,3,2016-08-21 09:37:32,2016-08-21 11:07:32,34.037239,-118.309074,0.0,Accident on I-10 Westbound at Exit 10 Western Ave.,I-10 W,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,2016-08-21 09:47:00,75.0,66.0,29.91,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,True,False,False,0,False,1,0,0,0,9,6,8,1,0,8.594339400592892
A-196207,Source2,3,2016-12-13 16:31:16,2016-12-13 17:14:52,40.787964,-73.524727,0.01,Left lane blocked due to accident on I-495 Long Island Expy Westbound at Exits 42 43 Northern State Pkwy.,Long Island Expy W,Jericho,Nassau,NY,11753,US,US/Eastern,KFRG,2016-12-13 16:53:00,39.9,53.0,30.12,10.0,SW,5.8,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,16,1,12,0,0,7.869783902530146
A-59928,Source2,2,2016-12-31 02:22:11,2016-12-31 02:51:53,33.996368,-117.870354,0.01,Shoulder blocked on entry ramp due to accident on CA-60 Westbound at Exit 21 Fairway Dr.,Pomona Fwy W,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2016-12-31 01:53:00,57.9,97.0,29.94,8.0,Calm,8.1,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,2,5,12,1,0,7.48605261786314
A-158514,Source2,2,2016-06-30 18:13:43,2016-06-30 18:43:43,33.798912,-84.391708,0.0,Slow traffic due to accident on US-19 Peachtree St Southbound at GA-13. Involving a bus.,Peachtree St NE,Atlanta,Fulton,GA,30309,US,US/Eastern,KFTY,2016-06-30 17:53:00,93.0,37.0,29.88,10.0,NNW,5.8,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,18,3,6,0,0,7.496097345175956
A-46580,Source2,3,2016-07-05 20:02:47,2016-07-05 20:47:47,32.712795,-117.147552,0.0,Lane blocked on exit ramp due to accident on I-5 Northbound at Exit 15B 17th St.,CA-94 E,San Diego,San Diego,CA,92101,US,US/Pacific,KSAN,2016-07-05 19:51:00,68.0,73.0,29.97,10.0,NW,8.1,Unknown,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,20,1,7,0,0,7.901377353792616
A-154146,Source2,3,2016-10-03 16:18:57,2016-10-03 16:48:40,33.911575,-84.35752099999998,0.0,Right lane blocked due to accident on I-285 Eastbound at GA-400.,GA-407 W,Atlanta,Fulton,GA,30342,US,US/Eastern,KPDK,2016-10-03 15:53:00,84.9,33.0,29.92,10.0,Calm,8.1,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,16,0,10,0,0,7.486613313139955
A-46068,Source2,3,2016-07-03 13:57:08,2016-07-03 15:27:08,34.066196000000005,-117.479172,0.0,Accident on I-10 Westbound at Exit 63 Citrus Ave.,I-10 W,Fontana,San Bernardino,CA,92335,US,US/Pacific,KONT,2016-07-03 13:53:00,84.0,34.0,29.99,10.0,WSW,12.7,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,13,6,7,1,0,8.594339400592892
A-153300,Source2,2,2016-09-20 10:09:25,2016-09-20 10:39:02,33.470013,-81.98011,0.0,Accident on Dantignac St near R.A. Dent Blvd.,R.A. Dent Blvd,Augusta,Richmond,GA,30901,US,US/Eastern,KDNL,2016-09-20 10:08:00,77.0,71.0,30.08,1.8,NNE,5.8,Foggy/Hazy,False,False,True,False,False,False,False,False,False,False,False,1,False,1,0,0,0,10,1,9,0,1,7.48324441607385
A-149665,Source2,2,2017-01-23 11:55:33,2017-01-23 12:55:21,33.482414,-82.089638,0.01,Delays due to accident on Wheeler Rd at Medical Center Dr.,Wheeler Rd,Augusta,Richmond,GA,30909-6583,US,US/Eastern,KDNL,2017-01-23 11:53:00,57.9,60.0,29.32,10.0,West,9.2,Cloudy,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,11,0,1,0,0,8.185628891147607
A-43744,Source2,3,2016-06-23 18:32:27,2016-06-23 19:32:27,33.859921,-118.299194,0.0,Two lanes blocked due to accident on I-405 Southbound near Exit 38A Normandie Ave.,S Normandie Ave,Gardena,Los Angeles,CA,90248,US,US/Pacific,KHHR,2016-06-23 18:53:00,69.1,73.0,29.91,10.0,WNW,6.9,Clear/Good Weather,False,False,False,False,False,False,False,False,False,False,False,0,False,1,0,0,0,18,3,6,0,0,8.188966863648876
